Unnamed: 0_x,capture_id,image_rank_in_capture,image_path_rel,Unnamed: 0_y,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,p_users_identified_this_species,pielous_evenness_index,question__horns_visible,is_animal,species_idx,count_idx
395566,SER_S8#H02#3#1311,3,S8/H02/H02_R3/S8_H02_R3_IMAG3456.JPG,146109,S8,H02,3,1311,2014-04-16,10:24:02,ASG001bolm,wildebeest,11-50,4.0,1,0.8,0.1,1.0,0.4,0.0,0.0,1.0,0.0,,1,0,3
676772,SER_S8#M04#1#1342,2,S8/M04/M04_R1/S8_M04_R1_IMAG3499.JPG,250358,S8,M04,1,1342,2013-11-06,15:50:55,ASG001ei3g,gazelleThomsons,2,2.0,2,0.4,0.1,0.1,0.9,0.2,0.0,1.0,0.0,,1,4,2
380200,SER_S3#S09#12#292,1,S3/S09/S09_R12/S3_S09_R12_IMAG0882.JPG,144709,S3,S09,12,292,2011-11-17,12:25:21,ASG000b0gs,zebra,8,2.0,1,0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.35,,1,3,2
512862,SER_S8#J05#1#43,1,S8/J05/J05_R1/S8_J05_R1_IMAG0087.JPG,189950,S8,J05,1,43,2013-12-14,08:00:03,ASG001ahja,wildebeest,11-50,1.0,1,0.0,0.0,1.0,0.2,0.0,0.0,0.91,0.44,,1,0,1
526495,SER_S8#J08#2#655,1,S8/J08/J08_R2/S8_J08_R2_IMAG0657.JPG,195621,S8,J08,2,655,2014-04-22,14:35:08,ASG00198kz,guineaFowl,4,3.0,1,0.8,0.1,0.3,0.0,0.0,0.0,1.0,0.0,,1,13,3
119266,SER_S5#D04#2#122,1,S5/D04/D04_R2/S5_D04_R2_IMAG0272.JPG,46524,S5,D04,2,122,2012-08-07,11:40:38,ASG000ntq3,gazelleThomsons,3,3.0,1,0.4,0.0,0.5,1.0,0.0,0.0,1.0,0.0,,1,4,3
257582,SER_S7#F08#1#36,2,S7/F08/F08_R1/S7_F08_R1_IMAG0099.JPG,97031,S7,F08,1,36,2013-05-22,07:22:58,ASG0013flb,wildebeest,11-50,5.0,3,0.27,0.0,0.47,0.97,0.03,0.0,0.94,0.34,,1,0,3
489714,SER_S8#I07#3#567,1,S8/I07/I07_R3/S8_I07_R3_IMAG1643.JPG,180658,S8,I07,3,567,2014-06-17,22:28:18,ASG00196cl,zebra,4,2.0,2,0.27,0.0,0.73,0.0,0.0,0.0,1.0,0.0,,1,3,2
542809,SER_S2#S12#2#227,1,S2/S12/S12_R2/S2_S12_R2_PICT0714.JPG,196537,S2,S12,2,227,2011-03-30,06:28:51,ASG0006sci,wildebeest,11-50,3.0,1,0.1,0.0,1.0,0.1,0.0,0.0,1.0,0.0,,1,0,3
175749,SER_S8#E04#1#24,1,S8/E04/E04_R1/S8_E04_R1_IMAG0064.JPG,65513,S8,E04,1,24,2013-12-16,07:50:00,ASG001f9bm,wildebeest,51+,6.0,4,0.34,0.06,0.09,0.97,0.0,0.0,0.94,0.24,,1,0,4
17513,SER_S5#B07#3#156,1,S5/B07/B07_R3/S5_B07_R3_IMAG0430.JPG,6995,S5,B07,3,156,2012-10-09,08:06:25,ASG000n4lt,gazelleThomsons,11-50,10.0,6,0.27,0.0,0.09,1.0,0.0,0.0,0.92,0.49,,1,4,4
954700,SER_S8#T11#1#71,2,S8/T11/T11_R1/S8_T11_R1_IMAG0196.JPG,353314,S8,T11,1,71,2013-12-02,13:43:16,ASG001a6tg,zebra,4,3.0,2,0.9,0.1,0.0,0.1,0.0,0.2,1.0,0.0,,1,3,3
66514,SER_S11#C09#1#48,1,SER_S11/C09/C09_R1/SER_S11_C09_R1_IMAG0111.JPG,27171,SER_S11,C09,1,48,2015-08-20,11:25:03,19240703,gazellethomsons,5,4.0,3,0.5,0.06,0.62,0.06,0.06,0.06,0.8,0.51,,1,2,3
101926,SER_S5#C13#1#142,3,S5/C13/C13_R1/S5_C13_R1_IMAG0335.JPG,39823,S5,C13,1,142,2012-06-07,17:45:06,ASG000nok9,zebra,7,5.0,3,0.4,0.0,0.9,0.0,0.0,0.0,1.0,0.0,,1,3,3
322812,SER_S5#H05#2#413,2,S5/H05/H05_R2/S5_H05_R2_IMAG1205.JPG,126069,S5,H05,2,413,2012-08-22,13:40:00,ASG000pqo4,gazelleThomsons,6,5.0,3,0.9,0.1,0.2,0.1,0.0,0.0,0.91,0.44,,1,4,3
337642,SER_S10#K03#1#150,2,S10/K03/K03_R1/S10_K03_R1_IMAG0389.JPG,127045,S10,K03,1,150,2015-02-25,13:10:33,ASG001wsp2,elephant,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,8,1
609789,SER_S10#Q06#2#506,2,S10/Q06/Q06_R2/S10_Q06_R2_IMAG1345.JPG,228224,S10,Q06,2,506,2015-04-25,15:34:51,ASG001vehb,wildebeest,7,3.0,2,0.4,0.9,0.1,0.6,0.0,0.0,0.91,0.77,,1,0,3
463681,SER_S9#H11#2#686,3,S9/H11/H11_R2/S9_H11_R2_IMAG1841.JPG,181400,S9,H11,2,686,2014-10-15,08:18:53,ASG001n1li,elephant,1,1.0,1,0.91,0.09,0.18,0.0,0.0,0.0,1.0,0.41,,1,8,1
276772,SER_S4#J05#1#321,3,S4/J05/J05_R1/S4_J05_R1_IMAG0947.JPG,104847,S4,J05,1,321,2012-02-25,13:10:43,ASG000ewea,wildebeest,8,6.0,4,0.81,0.81,0.31,0.19,0.12,0.0,1.0,0.0,,1,0,4
534394,SER_S9#J06#1#44,1,S9/J06/J06_R1/S9_J06_R1_IMAG0071.JPG,208436,S9,J06,1,44,2014-09-03,18:01:14,ASG001iwgm,zebra,5,1.0,1,0.2,0.0,0.4,0.8,0.0,0.0,1.0,0.0,,1,3,1
382649,SER_S7#I06#3#38,3,S7/I06/I06_R3/S7_I06_R3_IMAG0114.JPG,142398,S7,I06,3,38,2013-09-25,14:28:32,ASG0017w4i,zebra,2,2.0,1,0.7,0.0,0.1,0.6,0.1,0.0,1.0,0.0,,1,3,2
2702,SER_S2#B05#3#576,2,S2/B05/B05_R3/S2_B05_R3_IMAG1113.JPG,1398,S2,B05,3,576,2011-06-15,09:24:22,ASG0003ft8,baboon,5,3.0,2,0.23,0.0,0.92,0.0,0.0,0.46,0.93,0.37,,1,24,3
114594,SER_S11#E05#1#266,1,SER_S11/E05/E05_R1/SER_S11_E05_R1_IMAG0683.JPG,45920,SER_S11,E05,1,266,2015-10-03,14:47:34,21932354,giraffe,1,1.0,1,0.2,0.0,0.75,0.1,0.0,0.0,1.0,0.0,,1,9,1
365655,SER_S2#K05#2#411,1,S2/K05/K05_R2/S2_K05_R2_PICT1232.JPG,133599,S2,K05,2,411,2011-05-21,17:34:58,ASG0007a5i,wildebeest,11-50,9.0,6,0.45,0.0,0.18,1.0,0.0,0.0,0.92,0.41,,1,0,4
68918,SER_S9#C06#1#209,3,S9/C06/C06_R1/S9_C06_R1_IMAG0499.JPG,27464,S9,C06,1,209,2014-06-22,14:05:39,ASG001o339,wildebeest,8,5.0,2,0.5,0.9,0.2,0.5,0.0,0.0,1.0,0.0,,1,0,3
442479,SER_S2#M10#1#144,2,S2/M10/M10_R1/S2_M10_R1_PICT0472.JPG,161387,S2,M10,1,144,2011-04-28,13:21:56,ASG0007uaj,gazelleThomsons,4,4.0,3,1.0,0.0,0.3,0.0,0.4,0.1,0.91,0.44,,1,4,3
814504,SER_S9#P05#3#515,1,S9/P05/P05_R3/S9_P05_R3_IMAG1202.JPG,311287,S9,P05,3,515,2014-11-12,14:55:27,ASG001nano,gazelleThomsons,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,4,1
44456,SER_S5#B12#3#701,3,S5/B12/B12_R3/S5_B12_R3_IMAG1991.JPG,17167,S5,B12,3,701,2012-10-26,11:24:00,ASG000mu7f,zebra,3,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,3,2
357033,SER_S2#K03#1#3,3,S2/K03/K03_R1/S2_K03_R1_IMAG0007.JPG,130373,S2,K03,1,3,2011-02-28,08:07:34,ASG00079ek,human,1,1.0,1,0.18,0.0,0.91,0.0,0.0,0.0,1.0,0.0,,1,10,1
68725,SER_S4#C13#1#355,2,S4/C13/C13_R1/S4_C13_R1_IMAG1040.JPG,26233,S4,C13,1,355,2012-02-08,15:46:50,ASG000cj4s,wildebeest,6,3.0,3,0.92,1.0,0.0,0.25,0.0,0.0,1.0,1.0,,1,0,3
785736,SER_S8#O06#1#173,1,S8/O06/O06_R1/S8_O06_R1_IMAG0369.JPG,291047,S8,O06,1,173,2013-12-18,19:56:51,ASG0018vhp,buffalo,4,3.0,3,0.6,0.0,0.5,0.1,0.0,0.0,0.83,0.65,,1,6,3
207610,SER_S7#E03#3#223,1,S7/E03/E03_R3/S7_E03_R3_IMAG0347.JPG,77951,S7,E03,3,223,2013-08-25,23:38:21,ASG00168ht,gazelleThomsons,10,1.0,1,0.29,0.0,0.76,0.0,0.0,0.0,1.0,0.27,,1,4,1
125946,SER_S2#E07#1#285,1,S2/E07/E07_R1/S2_E07_R1_IMAG0757.JPG,46894,S2,E07,1,285,2011-03-20,09:37:56,ASG0004hvd,gazelleThomsons,11-50,9.0,5,0.0,0.0,1.0,0.0,0.18,0.09,1.0,0.0,,1,4,4
3313,SER_S3#B07#11#319,3,S3/B07/B07_R11/S3_B07_R11_IMAG0867.JPG,1450,S3,B07,11,319,2011-11-23,15:04:59,ASG0008urp,zebra,3,2.0,1,0.33,0.0,0.08,0.75,0.0,0.0,1.0,0.0,,1,3,2
434088,SER_S2#M07#2#153,3,S2/M07/M07_R2/S2_M07_R2_IMAG0455.JPG,157902,S2,M07,2,153,2011-05-01,14:37:36,ASG0007rr3,hartebeest,1,1.0,1,0.91,0.0,0.09,0.0,0.0,0.0,0.85,0.49,,1,1,1
40710,SER_S4#C07#2#1093,3,S4/C07/C07_R2/S4_C07_R2_IMAG2643.JPG,15752,S4,C07,2,1093,2012-02-24,11:15:04,ASG000degx,zebra,3,3.0,3,0.15,0.0,0.89,0.0,0.0,0.22,1.0,0.0,,1,3,3
689612,SER_S5#P13#3#271,1,S5/P13/P13_R3/S5_P13_R3_IMAG0809.JPG,264297,S5,P13,3,271,2012-11-06,13:42:03,ASG000ssy9,zebra,2,1.0,1,0.2,0.0,0.7,0.2,0.0,0.0,1.0,0.0,,1,3,1
670541,SER_S9#M06#4#252,3,S9/M06/M06_R4/S9_M06_R4_IMAG0756.JPG,259806,S9,M06,4,252,2014-11-23,12:44:56,ASG001gm6q,gazelleThomsons,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,4,1
97573,SER_S7#C08#3#617,3,S7/C08/C08_R3/S7_C08_R3_IMAG1819.JPG,35769,S7,C08,3,617,2013-10-25,12:07:06,ASG0013uup,zebra,4,3.0,3,0.94,0.0,0.06,0.0,0.06,0.28,1.0,0.0,,1,3,3
203368,SER_S9#E03#3#631,1,S9/E03/E03_R3/S9_E03_R3_IMAG1485.JPG,78523,S9,E03,3,631,2014-11-03,04:23:03,ASG001lcqk,impala,1,1.0,1,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,,1,7,1
411644,SER_S11#N09#2#453,3,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG1345.JPG,158617,SER_S11,N09,2,453,2015-11-17,11:45:39,31510719,birdother,3,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.59,,1,31,1
209602,SER_S7#E04#3#219,1,S7/E04/E04_R3/S7_E04_R3_IMAG0485.JPG,78916,S7,E04,3,219,2013-10-10,19:12:20,ASG00167s6,zebra,4,2.0,1,0.21,0.04,0.11,0.89,0.0,0.04,1.0,0.0,,1,3,2
233152,SER_S5#E12#2#820,2,S5/E12/E12_R2/S5_E12_R2_IMAG2308.JPG,90258,S5,E12,2,820,2012-08-22,11:56:37,ASG000ov8u,gazelleThomsons,5,3.0,2,1.0,0.1,0.0,0.9,0.0,0.1,1.0,0.0,,1,4,3
309407,SER_S5#H02#3#368,1,S5/H02/H02_R3/S5_H02_R3_IMAG0814.JPG,121111,S5,H02,3,368,2012-10-21,20:50:00,ASG000pmob,zebra,3,3.0,2,0.2,0.0,0.5,1.0,0.0,0.0,1.0,0.0,,1,3,3
164161,SER_S4#F08#2#198,1,S4/F08/F08_R2/S4_F08_R2_IMAG0580.JPG,63612,S4,F08,2,198,2012-03-07,17:54:16,ASG000dbix,gazelleThomsons,4,2.0,2,0.22,0.28,0.83,0.5,0.0,0.22,1.0,0.0,,1,4,2
114057,SER_S11#E05#1#69,3,SER_S11/E05/E05_R1/SER_S11_E05_R1_IMAG0132.JPG,45737,SER_S11,E05,1,69,2015-08-28,13:26:26,21932157,giraffe,1,1.0,1,0.07,0.0,0.93,0.0,0.0,0.0,1.0,0.0,,1,9,1
563084,SER_S2#U13#2#146,1,S2/U13/U13_R2/S2_U13_R2_PICT0436.JPG,204003,S2,U13,2,146,2011-03-28,11:50:34,ASG00073oa,zebra,11-50,10.0,9,0.45,0.0,0.91,0.73,0.18,0.18,1.0,0.41,,1,3,4
408454,SER_S11#N06#1#804,2,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG2318.JPG,157432,SER_S11,N06,1,804,2015-11-02,10:43:05,31508459,warthog,2,2.0,2,0.22,0.0,0.89,0.22,0.0,0.22,1.0,0.0,,1,5,2
271670,SER_S5#G02#1#460,2,S5/G02/G02_R1/S5_G02_R1_IMAG1144.JPG,105862,S5,G02,1,460,2012-06-26,07:31:02,ASG000p7p7,buffalo,4,2.0,1,0.2,0.0,0.8,0.0,0.0,0.0,0.83,0.65,,1,6,2
597333,SER_S7#N08#4#675,2,S7/N08/N08_R4/S7_N08_R4_IMAG1892.JPG,223595,S7,N08,4,675,2013-10-31,13:52:42,ASG0012xkr,gazelleThomsons,1,1.0,1,0.9,0.07,0.07,0.0,0.0,0.0,0.94,0.26,,1,4,1
275919,SER_S7#G02#2#160,2,S7/G02/G02_R2/S7_G02_R2_IMAG0389.JPG,103504,S7,G02,2,160,2013-07-13,06:55:15,ASG0013amx,buffalo,11-50,7.0,3,0.1,0.0,1.0,0.0,0.0,0.7,0.95,0.28,,1,6,4
1981,SER_S3#B06#11#155,1,S3/B06/B06_R11/S3_B06_R11_IMAG0351.JPG,931,S3,B06,11,155,2011-11-12,16:13:23,ASG0008tyz,zebra,5,4.0,3,0.22,0.06,0.0,0.89,0.0,0.0,1.0,0.0,,1,3,3
25441,SER_S7#B08#2#70,2,S7/B08/B08_R2/S7_B08_R2_IMAG0207.JPG,9338,S7,B08,2,70,2013-06-28,16:15:31,ASG001744a,gazelleThomsons,1,1.0,1,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1,4,1
11726,SER_S2#B07#1#535,2,S2/B07/B07_R1/S2_B07_R1_PICT1603.JPG,4565,S2,B07,1,535,2011-03-07,06:57:30,ASG0003iz2,zebra,11-50,3.0,1,0.08,0.0,1.0,0.0,0.0,0.08,1.0,0.37,,1,3,3
373399,SER_S1#R12#2#43,1,S1/R12/R12_R2/S1_R12_R2_PICT0125.JPG,136034,S1,R12,2,43,2010-10-27,18:03:02,ASG00029eb,gazelleThomsons,3,1.0,1,0.91,0.0,0.04,0.13,0.17,0.0,1.0,0.4,,1,4,1
448106,SER_S5#K07#2#410,2,S5/K07/K07_R2/S5_K07_R2_IMAG1129.JPG,175217,S5,K07,2,410,2012-10-24,14:31:07,ASG000qtqc,gazelleThomsons,5,1.0,1,0.95,0.09,0.0,0.0,0.0,0.0,1.0,0.77,,1,4,1
209028,SER_S1#J04#2#122,1,S1/J04/J04_R2/S1_J04_R2_PICT0362.JPG,80937,S1,J04,2,122,2010-08-15,08:06:42,ASG00008u8,gazelleThomsons,2,2.0,1,0.07,0.0,0.53,0.67,0.0,0.0,1.0,0.0,,1,4,2
240522,SER_S10#H05#1#26,2,S10/H05/H05_R1/S10_H05_R1_IMAG0070.JPG,89196,S10,H05,1,26,2015-02-05,14:29:04,ASG001xll0,ostrich,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,15,1
344867,SER_S3#Q06#11#281,2,S3/Q06/Q06_R11/S3_Q06_R11_IMAG0735.JPG,131062,S3,Q06,11,281,2011-10-28,11:24:22,ASG0008q81,gazelleThomsons,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,4,1
643163,SER_S8#L09#3#368,2,S8/L09/L09_R3/S8_L09_R3_IMAG0904.JPG,238078,S8,L09,3,368,2014-06-15,09:09:03,ASG001e8rr,gazelleGrants,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.91,0.44,,1,11,1
95974,SER_S8#C13#3#191,3,S8/C13/C13_R3/S8_C13_R3_IMAG0519.JPG,36937,S8,C13,3,191,2014-04-28,12:18:31,ASG001epvt,wildebeest,3,3.0,3,0.7,0.3,0.0,0.6,0.0,0.0,1.0,0.0,,1,0,3
764543,SER_S5#T08#3#110,2,S5/T08/T08_R3/S5_T08_R3_IMAG0269.JPG,291734,S5,T08,3,110,2012-11-19,17:56:16,ASG000tetx,wildebeest,3,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,0,3
195774,SER_S11#H01#2#47,2,SER_S11/H01/H01_R2/SER_S11_H01_R2_IMAG0111.JPG,76934,SER_S11,H01,2,47,2015-10-30,14:12:55,27734985,giraffe,1,1.0,1,0.9,0.1,0.0,0.0,0.0,0.0,1.0,0.0,,1,9,1
215156,SER_S11#H06#1#24,3,SER_S11/H06/H06_R1/SER_S11_H06_R1_IMAG0051.JPG,84159,SER_S11,H06,1,24,2015-09-01,12:23:28,27839629,birdother,1,1.0,1,0.25,0.0,0.75,0.0,0.0,0.0,0.8,0.58,,1,31,1
115222,SER_S5#D03#2#11,3,S5/D03/D03_R2/S5_D03_R2_IMAG0033.JPG,44927,S5,D03,2,11,2012-07-26,08:33:17,ASG000nsg1,buffalo,9,6.0,4,0.36,0.14,0.07,0.93,0.0,0.21,0.93,0.64,,1,6,4
110354,SER_S7#C11#3#548,2,S7/C11/C11_R3/S7_C11_R3_IMAG1591.JPG,40422,S7,C11,3,548,2013-09-09,07:01:38,ASG0013ra1,hyenaSpotted,2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,26,1
853877,SER_S8#P13#2#218,3,S8/P13/P13_R2/S8_P13_R2_IMAG0549.JPG,315851,S8,P13,2,218,2014-03-29,15:58:27,ASG001clfz,zebra,8,1.0,1,0.33,0.0,0.83,0.33,0.0,0.0,1.0,0.46,,1,3,1
368188,SER_S1#R09#2#141,1,S1/R09/R09_R2/S1_R09_R2_PICT0419.JPG,134271,S1,R09,2,141,2010-11-03,11:58:14,ASG00028v7,hartebeest,2,1.0,1,0.8,0.07,0.07,0.0,0.07,0.0,0.88,0.4,,1,1,1
135741,SER_S3#H05#12#412,1,S3/H05/H05_R12/S3_H05_R12_IMAG0952.JPG,50447,S3,H05,12,412,2011-11-17,14:58:07,ASG0009q2v,wildebeest,5,3.0,1,0.78,0.78,0.06,0.11,0.0,0.11,0.95,0.3,,1,0,3
269787,SER_S10#I04#1#47,3,S10/I04/I04_R1/S10_I04_R1_IMAG0116.JPG,100939,S10,I04,1,47,2015-02-28,10:56:36,ASG001xvmi,giraffe,1,1.0,1,0.1,0.0,0.1,1.0,0.0,0.0,1.0,0.0,,1,9,1
225181,SER_S4#H07#2#1393,2,S4/H07/H07_R2/S4_H07_R2_IMAG4172.JPG,86348,S4,H07,2,1393,2012-03-31,12:39:59,ASG000cord,hartebeest,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.43,,1,1,1
12187,SER_S7#B06#3#48,2,S7/B06/B06_R3/S7_B06_R3_IMAG0093.JPG,4737,S7,B06,3,48,2013-09-30,16:49:39,ASG00177nv,zebra,6,2.0,1,0.39,0.03,0.69,0.58,0.0,0.0,0.97,0.22,,1,3,2
59940,SER_S3#E04#11#524,2,S3/E04/E04_R11/S3_E04_R11_IMAG1355.JPG,22700,S3,E04,11,524,2011-10-10,18:14:52,ASG0007zgg,wildebeest,11-50,10.0,8,0.0,0.0,1.0,0.06,0.0,0.0,1.0,0.0,,1,0,4
572347,SER_S9#K06#3#151,2,S9/K06/K06_R3/S9_K06_R3_IMAG0380.JPG,222649,S9,K06,3,151,2014-12-11,15:57:09,ASG001hvsf,zebra,9,4.0,2,0.54,0.0,0.46,0.85,0.08,0.0,1.0,0.5,,1,3,3
239442,SER_S5#E13#2#5,2,S5/E13/E13_R2/S5_E13_R2_IMAG0013.JPG,92612,S5,E13,2,5,2012-08-04,12:26:35,ASG000ox39,warthog,1,1.0,1,0.9,0.1,0.1,0.0,0.1,0.0,1.0,0.0,,1,5,1
815479,SER_S9#P06#3#102,1,S9/P06/P06_R3/S9_P06_R3_IMAG0280.JPG,311642,S9,P06,3,102,2014-09-30,19:29:18,ASG001hfbr,gazelleThomsons,1,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1,4,1
88275,SER_S10#D03#1#807,1,S10/D03/D03_R1/S10_D03_R1_IMAG2295.JPG,33919,S10,D03,1,807,2015-03-13,11:05:39,ASG001xpb3,wildebeest,11-50,8.0,6,0.4,0.9,0.3,0.2,0.0,0.0,1.0,0.0,,1,0,4
160129,SER_S5#D10#3#3,1,S5/D10/D10_R3/S5_D10_R3_IMAG0007.JPG,62353,S5,D10,3,3,2012-10-03,07:25:17,ASG000o8o3,human,1,1.0,1,0.1,0.0,0.8,0.1,0.0,0.0,1.0,0.0,,1,10,1
96489,SER_S9#C13#3#187,2,S9/C13/C13_R3/S9_C13_R3_IMAG0524.JPG,38479,S9,C13,3,187,2014-11-02,12:48:29,ASG001i10m,zebra,3,2.0,2,0.4,0.0,0.2,0.7,0.0,0.0,1.0,0.0,,1,3,2
640973,SER_S8#L07#3#671,3,S8/L07/L07_R3/S8_L07_R3_IMAG1991.JPG,237155,S8,L07,3,671,2014-06-25,14:44:16,ASG001e8aa,warthog,1,1.0,1,0.18,0.0,0.82,0.0,0.0,0.0,1.0,0.77,,1,5,1
331454,SER_S11#K13#2#315,3,SER_S11/K13/K13_R2/SER_S11_K13_R2_IMAG0824.JPG,129379,SER_S11,K13,2,315,2015-10-01,08:14:31,29768037,gazellethomsons,4,3.0,3,1.0,0.0,0.62,0.25,0.12,0.0,0.89,0.5,,1,2,3
487198,SER_S7#L05#3#788,1,S7/L05/L05_R3/S7_L05_R3_IMAG2256.JPG,181542,S7,L05,3,788,2013-10-12,18:17:05,ASG00166jc,zebra,11-50,5.0,3,0.54,0.0,0.67,0.71,0.04,0.0,1.0,0.0,,1,3,3
265031,SER_S3#L05#12#387,1,S3/L05/L05_R12/S3_L05_R12_IMAG1001.JPG,99578,S3,L05,12,387,2011-11-19,10:35:54,ASG000afho,zebra,11-50,1.0,1,0.08,0.0,0.92,0.0,0.0,0.0,0.87,1.0,,1,3,1
3288,SER_S3#B07#11#310,3,S3/B07/B07_R11/S3_B07_R11_IMAG0842.JPG,1441,S3,B07,11,310,2011-11-23,13:39:05,ASG0008v54,wildebeest,3,3.0,2,0.45,0.0,0.09,0.82,0.0,0.0,0.85,0.62,,1,0,3
21378,SER_S7#B07#2#1128,2,S7/B07/B07_R2/S7_B07_R2_IMAG3275.JPG,7888,S7,B07,2,1128,2013-07-03,13:31:22,ASG0017566,giraffe,2,1.0,1,0.3,0.0,0.0,1.0,0.0,0.0,0.91,1.0,,1,9,1
178072,SER_S4#G02#1#633,1,S4/G02/G02_R1/S4_G02_R1_IMAG1279.JPG,69143,S4,G02,1,633,2012-02-16,04:27:40,ASG000cecy,wildebeest,5,1.0,1,0.4,0.1,0.6,0.07,0.0,0.0,1.0,0.0,,1,0,1
499116,SER_S11#T11#1#20,2,SER_S11/T11/T11_R1/SER_S11_T11_R1_IMAG0052.JPG,190580,SER_S11,T11,1,20,2015-09-17,11:39:10,31711070,warthog,4,1.0,1,0.86,0.0,0.0,0.29,0.0,0.0,1.0,0.78,,1,5,1
370301,SER_S11#M09#1#1265,2,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG3440.JPG,143861,SER_S11,M09,1,1265,2015-08-12,13:08:46,29811101,hyenaspotted,1,1.0,1,0.2,0.8,0.0,0.0,0.0,0.0,0.83,0.65,,1,30,1
135016,SER_S5#D06#1#1750,2,S5/D06/D06_R1/S5_D06_R1_IMAG4517.JPG,52493,S5,D06,1,1750,2012-06-12,17:03:22,ASG000o0uy,wildebeest,9,8.0,6,0.4,0.1,0.1,0.7,0.0,0.0,1.0,0.0,,1,0,4
765887,SER_S8#N09#1#305,3,S8/N09/N09_R1/S8_N09_R1_IMAG0835.JPG,283485,S8,N09,1,305,2013-12-29,14:17:54,ASG001d721,wildebeest,7,5.0,1,0.7,0.0,0.1,0.2,0.2,0.0,1.0,0.0,,1,0,3
277673,SER_S3#L09#11#9,2,S3/L09/L09_R11/S3_L09_R11_IMAG0020.JPG,104087,S3,L09,11,9,2011-09-21,10:04:06,ASG0008iq7,cheetah,1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,20,1
359641,SER_S11#M07#1#103,3,SER_S11/M07/M07_R1/SER_S11_M07_R1_IMAG0278.JPG,139319,SER_S11,M07,1,103,2015-07-23,07:29:41,29791043,gazellethomsons,6,3.0,2,0.44,0.11,0.67,0.67,0.0,0.0,0.9,0.47,,1,2,3
663386,SER_S9#M06#1#1023,3,S9/M06/M06_R1/S9_M06_R1_IMAG3043.JPG,257316,S9,M06,1,1023,2014-05-17,12:38:38,ASG001j87r,gazelleThomsons,4,3.0,1,0.1,0.0,0.9,0.1,0.0,0.0,0.91,0.44,,1,4,3
48679,SER_S8#C01#3#2028,3,S8/C01/C01_R3/S8_C01_R3_IMAG5832.JPG,17627,S8,C01,3,2028,2014-05-06,11:06:34,ASG001ekjz,wildebeest,1,1.0,1,0.8,0.0,0.1,0.1,0.0,0.4,0.83,0.52,,1,0,1
567152,SER_S8#K08#2#1278,2,S8/K08/K08_R2/S8_K08_R2_IMAG3254.JPG,210281,S8,K08,2,1278,2014-04-10,13:14:03,ASG001auxo,wildebeest,2,2.0,1,0.3,0.0,0.0,0.9,0.1,0.0,1.0,0.0,,1,0,2
462493,SER_S6#V10#1#546,1,S6/V10/V10_R1/S6_V10_R1_IMAG1502.JPG,174195,S6,V10,1,546,2013-02-22,15:39:16,ASG0011wcx,wildebeest,11-50,8.0,4,0.77,0.95,0.41,0.14,0.09,0.0,0.96,0.26,,1,0,4
198990,SER_S2#G02#2#220,2,S2/G02/G02_R2/S2_G02_R2_PICT0659.JPG,73334,S2,G02,2,220,2011-05-14,18:30:37,ASG00052mu,wildebeest,11-50,10.0,7,0.23,0.08,0.69,0.85,0.0,0.0,1.0,0.0,,1,0,4
358391,SER_S11#M06#1#255,2,SER_S11/M06/M06_R1/SER_S11_M06_R1_IMAG0681.JPG,138799,SER_S11,M06,1,255,2015-10-16,10:57:46,29777550,gazellethomsons,2,2.0,2,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,,1,2,2
115213,SER_S11#E05#2#211,3,SER_S11/E05/E05_R2/SER_S11_E05_R2_IMAG0508.JPG,46136,SER_S11,E05,2,211,2015-11-10,13:22:43,21932584,wildebeest,11-50,1.0,1,0.69,0.0,0.12,0.38,0.0,0.0,1.0,0.32,,1,0,1
